,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1,1.0057,0.99224
2,1.0099,0.9896
3,1.0054,0.99201
4,1.0147,0.98856
5,1.0148,0.98854
6,1.0099,0.98999
7,1.0232,0.98594
8,1.0249,0.98243
9,1.0186,0.98683
10,1.0234,0.98595
11,1.023,0.98593
12,1.0251,0.98234
13,1.0264,0.98499
14,1.0203,0.98533
15,1.0258,0.98499
16,1.025,0.98089
17,1.0248,0.9808
18,1.0309,0.97577
19,1.0288,0.9781
20,1.0293,0.9837
21,1.0271,0.98356
22,1.0294,0.98379
23,1.0328,0.97884
24,1.0289,0.97703
25,1.0374,0.97933
26,1.0395,0.97964
27,1.0313,0.97397
28,1.0315,0.97425
29,1.0372,0.97784
30,1.0369,0.97927
31,1.0376,0.97756
32,1.0279,0.97644
33,1.0344,0.97724
34,1.0367,0.98008
35,1.0355,0.97264
36,1.0376,0.97529
37,1.0376,0.97529
38,1.0413,0.97901
39,1.0279,0.97651
40,1.0427,0.9782
41,1.0455,0.97473
42,1.0279,0.97651
43,1.0308,0.97638
44,1.0404,0.97857
45,1.0449,0.9752
46,1.0317,0.97975
47,1.0308,0.97638
48,1.0322,0.97937
49,1.032,0.97953
50,1.0455,0.97276
51,1.0334,0.98007
52,1.0368,0.97743
53,1.0461,0.97323
54,1.0337,0.98003
55,1.0367,0.97703
