,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1,0.97581,0.0084453
2,0.97581,0.0084453
3,0.94387,0.0084453
4,4.1421e-11,1.4032e-11
5,0.94387,0.0084453
6,0.94387,0.0084453
7,0.28732,0.0010084
8,0.21188,0.00094511
9,0.21188,4.3385e-13
10,0.21188,4.3385e-13
11,0.82458,0.0075195
12,0.21383,3.9117e-11
13,0.13096,3.4218e-11
14,0.64026,0.0040559
15,0.58631,0.0040559
16,0.56098,0.0036675
17,0.25728,0.0010082
18,0.23227,0.0010082
19,0.23227,0.00049422
20,0.23227,0.00049422
21,0.18198,0.00049422
22,0.18198,0.00049422
23,0.18198,2.7439e-13
24,0.15611,1.6847e-13
25,0.15611,0
26,0.40966,0.0025485
27,0.41079,0.0025256
28,0.36802,0.0017183
29,0.36802,0.0017183
30,0.36802,0.0017183
31,0.36802,0.0014003
32,0.36802,0.0014003
33,0.31157,0.0014003
34,0.31157,0.00069126
35,0.41542,0.00092168
36,0.28578,0.00092168
37,0.28578,0.00092168
38,0.28578,7.5769e-12
39,0.090026,1.4552e-13
