,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1,0.81441,0.021947
2,0.81441,0.021947
3,0.67533,0.021947
4,4.0882e-11,1.4036e-11
5,0.67533,0.021947
6,0.67533,0.021947
7,0.36277,0.0015779
8,0.36124,0.0015779
9,0.36124,1.5643e-12
10,0.36124,1.9403e-13
11,0.65626,0.018627
12,0.30367,3.6545e-11
13,0.30367,3.0744e-11
14,0.53932,0.01289
15,0.53932,0.01289
16,0.53932,0.011747
17,0.66145,0.003212
18,0.3923,0.003212
19,0.39059,0.0015728
20,0.39059,0.0015728
21,0.39059,0.0015728
22,0.39059,0.0015728
23,0.39059,3.8237e-12
24,0.39059,4.8506e-14
25,0.16207,0
26,0.45426,0.008109
27,0.33525,0.0080892
28,0.31115,0.005507
29,0.30693,0.005507
30,0.30585,0.005507
31,0.30585,0.0044787
32,0.30458,0.0044787
33,0.30458,0.0044787
34,0.30458,0.0022108
35,0.4052,0.0029478
36,0.4052,0.0029478
37,0.34703,0.0029478
38,0.34703,7.62e-12
39,0.34703,1.9403e-13
