,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1,0.99857,0.98836
2,0.99831,0.97994
3,0.99852,0.98853
4,1.0007,0.97816
5,1.0007,0.97816
6,0.99827,0.98
7,0.99958,0.96931
8,1.0014,0.97275
9,1.0015,0.97388
10,0.99938,0.96807
11,0.9993,0.96676
12,1.0013,0.97216
13,1,0.96637
14,1.0022,0.97148
15,1.0001,0.96638
16,1.0023,0.97191
17,1.0023,0.97195
18,1.0055,0.96266
19,1.004,0.96677
20,1.0037,0.95829
21,1.0032,0.96598
22,1.0037,0.95982
23,1.0021,0.95004
24,1.0046,0.96339
25,1.0042,0.94798
26,1.0032,0.95302
27,1.0047,0.96444
28,1.0047,0.96377
29,1.0043,0.95058
30,1.0043,0.9466
31,1.0043,0.95058
32,1.0058,0.96451
33,1.0083,0.94045
34,1.0043,0.95297
35,1.0064,0.95377
36,1.006,0.95363
37,1.0061,0.95364
38,1.0035,0.95244
39,1.0063,0.96146
40,1.0038,0.95077
41,1.0034,0.94981
42,1.0063,0.96012
43,1.0084,0.96294
44,1.0033,0.95184
45,1.0034,0.94983
46,1.0053,0.95852
47,1.0084,0.96293
48,1.0054,0.95844
49,1.0054,0.95841
50,1.0032,0.94566
51,1.0059,0.95566
52,1.0068,0.94721
53,1.0032,0.94619
54,1.0059,0.95569
55,1.0068,0.94575
